Calvary	k æ l v ə ɹ ɪ	k æ l . v ə . ɹ ɪ
Calvin	k æ l v ɪ n	k æ l . v ɪ n
Calvinism	k æ l v ɪ n ɪ z ə m	k æ l . v ɪ . n ɪ . z ə m
Calvinist	k æ l v ɪ n ɪ s t	k æ l . v ɪ . n ɪ s t
Calvinists	k æ l v ɪ n ɪ s t s	k æ l . v ɪ . n ɪ s t s
Cambodia	k æ m b əʊ d j ə	k æ m . b əʊ . d j ə
Cambodian	k æ m b əʊ d j ə n	k æ m . b əʊ . d j ə n
Cambridge	k eɪ m b ɹ ɪ d͡ʒ	k eɪ m . b ɹ ɪ d͡ʒ
Camembert	k æ m ə m b ɛə	k æ . m ə m . b ɛə
Camemberts	k æ m ə m b ɛə z	k æ . m ə m . b ɛə z
Cameroon	k æ m ə ɹ uː n	k æ . m ə . ɹ uː n
Cameroonian	k æ m ə ɹ uː n ɪə n	k æ . m ə . ɹ uː . n ɪə n
Cameroonians	k æ m ə ɹ uː n ɪə n z	k æ . m ə . ɹ uː . n ɪə n z
Canada	k æ n ə d ə	k æ . n ə . d ə
Canadian	k ə n eɪ d j ə n	k ə . n eɪ . d j ə n
Canadians	k ə n eɪ d j ə n z	k ə . n eɪ . d j ə n z
Cancer	k æ n s ə	k æ n . s ə
Cancers	k æ n s ə z	k æ n . s ə z
Candlemas	k æ n d l̩ m ə s	k æ n . d l̩ . m ə s
Cantab	k æ n t æ b	k æ n . t æ b
Cantabrigian	k æ n t ə b ɹ ɪ d͡ʒ ɪə n	k æ n . t ə . b ɹ ɪ . d͡ʒ ɪə n
Cantabrigians	k æ n t ə b ɹ ɪ d͡ʒ ɪə n z	k æ n . t ə . b ɹ ɪ . d͡ʒ ɪə n z
Canucks	k ə n ʌ k s	k ə . n ʌ k s
Cape Coloured	k eɪ p k ʌ l ə d	k eɪ p . k ʌ . l ə d
Cape Coloureds	k eɪ p k ʌ l ə d z	k eɪ p . k ʌ . l ə d z
Capitol	k æ p ɪ t l̩	k æ . p ɪ . t l̩
Capricorn	k æ p ɹ ɪ k ɔː n	k æ . p ɹ ɪ . k ɔː n
Capricorns	k æ p ɹ ɪ k ɔː n z	k æ . p ɹ ɪ . k ɔː n z
Carboniferous	k ɑː b ə n ɪ f ə ɹ ə s	k ɑː . b ə . n ɪ . f ə . ɹ ə s
Carl	k ɑː l	k ɑː l
Carmelite	k ɑː m ə l aɪ t	k ɑː . m ə . l aɪ t
Carmelites	k ɑː m ə l aɪ t s	k ɑː . m ə . l aɪ t s
Catalan	k æ t ə l æ n	k æ . t ə . l æ n
Catalonia	k æ t ə l əʊ n j ə	k æ . t ə . l əʊ . n j ə
Catholic	k æ θ ə l ɪ k	k æ . θ ə . l ɪ k
Catholicity	k æ θ əʊ l ɪ s ə t ɪ	k æ . θ əʊ . l ɪ . s ə . t ɪ
Catholics	k æ θ ə l ɪ k s	k æ . θ ə . l ɪ k s
Caucasian	k ɔː k eɪ z j ə n	k ɔː . k eɪ . z j ə n
Caucasians	k ɔː k eɪ z j ə n z	k ɔː . k eɪ . z j ə n z
Caucasus	k ɔː k ə s ə s	k ɔː . k ə . s ə s
Celsius	s ɛ l s ɪə s	s ɛ l . s ɪə s
Celtic	k ɛ l t ɪ k	k ɛ l . t ɪ k
Chablis	ʃ æ b l iː	ʃ æ . b l iː
Chadian	t͡ʃ æ d ɪə n	t͡ʃ æ . d ɪə n
Chadians	t͡ʃ æ d ɪə n z	t͡ʃ æ . d ɪə n z
Chanticleer	t͡ʃ æ n t ɪ k l ɪə	t͡ʃ æ n . t ɪ . k l ɪə
Charleston	t͡ʃ ɑː l s t ə n	t͡ʃ ɑː l . s t ə n
Charlie	t͡ʃ ɑː l ɪ	t͡ʃ ɑː . l ɪ
Chartism	t͡ʃ ɑː t ɪ z ə m	t͡ʃ ɑː . t ɪ . z ə m
Chartist	t͡ʃ ɑː t ɪ s t	t͡ʃ ɑː . t ɪ s t
Chartists	t͡ʃ ɑː t ɪ s t s	t͡ʃ ɑː . t ɪ s t s
Cheshire	t͡ʃ ɛ ʃ ə	t͡ʃ ɛ . ʃ ə
Chianti	k ɪ æ n t ɪ	k ɪ . æ n . t ɪ
Chicano	t͡ʃ ɪ k ɑː n əʊ	t͡ʃ ɪ . k ɑː . n əʊ
Chicanos	t͡ʃ ɪ k ɑː n əʊ z	t͡ʃ ɪ . k ɑː . n əʊ z
Chile	t͡ʃ ɪ l ɪ	t͡ʃ ɪ . l ɪ
Chilean	t͡ʃ ɪ l ɪə n	t͡ʃ ɪ . l ɪə n
Chileans	t͡ʃ ɪ l ɪə n z	t͡ʃ ɪ . l ɪə n z
China	t͡ʃ aɪ n ə	t͡ʃ aɪ . n ə
Chinatown	t͡ʃ aɪ n ə t aʊ n	t͡ʃ aɪ . n ə . t aʊ n
Chinese	t͡ʃ aɪ n iː z	t͡ʃ aɪ . n iː z
Chinese lantern	t͡ʃ aɪ n iː z l æ n t ə n	t͡ʃ aɪ . n iː z . l æ n . t ə n
Chinese lanterns	t͡ʃ aɪ n iː z l æ n t ə n z	t͡ʃ aɪ . n iː z . l æ n . t ə n z
Chink	t͡ʃ ɪ ŋ k	t͡ʃ ɪ ŋ k
Chinks	t͡ʃ ɪ ŋ k s	t͡ʃ ɪ ŋ k s
Chippendale	t͡ʃ ɪ p ə n d eɪ l	t͡ʃ ɪ . p ə n . d eɪ l
Christ	k ɹ aɪ s t	k ɹ aɪ s t
Christian	k ɹ ɪ s t͡ʃ ə n	k ɹ ɪ s . t͡ʃ ə n
Christian Scientist	k ɹ ɪ s t͡ʃ ə n s aɪ ə n t ɪ s t	k ɹ ɪ s . t͡ʃ ə n . s aɪ . ə n . t ɪ s t
Christian Scientists	k ɹ ɪ s t͡ʃ ə n s aɪ ə n t ɪ s t s	k ɹ ɪ s . t͡ʃ ə n . s aɪ . ə n . t ɪ s t s
Christian era	k ɹ ɪ s t͡ʃ ə n ɪə ɹ ə	k ɹ ɪ s . t͡ʃ ə n . ɪə . ɹ ə
Christian name	k ɹ ɪ s t͡ʃ ə n n eɪ m	k ɹ ɪ s . t͡ʃ ə n . n eɪ m
Christian names	k ɹ ɪ s t͡ʃ ə n n eɪ m z	k ɹ ɪ s . t͡ʃ ə n . n eɪ m z
Christianity	k ɹ ɪ s t ɪ æ n ə t ɪ	k ɹ ɪ . s t ɪ . æ . n ə . t ɪ
Christmas	k ɹ ɪ s m ə s	k ɹ ɪ s . m ə s
Christmas Eve	k ɹ ɪ s m ə s iː v	k ɹ ɪ s . m ə s . iː v
Christmas card	k ɹ ɪ s m ə s k ɑː d	k ɹ ɪ s . m ə s . k ɑː d
Christmas cracker	k ɹ ɪ s m ə s k ɹ æ k ə	k ɹ ɪ s . m ə s . k ɹ æ . k ə
Christmas crackers	k ɹ ɪ s m ə s k ɹ æ k ə z	k ɹ ɪ s . m ə s . k ɹ æ . k ə z
Christmas pudding	k ɹ ɪ s m ə s p ʊ d ɪ ŋ	k ɹ ɪ s . m ə s . p ʊ . d ɪ ŋ
Christmas puddings	k ɹ ɪ s m ə s p ʊ d ɪ ŋ z	k ɹ ɪ s . m ə s . p ʊ . d ɪ ŋ z
Christmas stocking	k ɹ ɪ s m ə s s t ɒ k ɪ ŋ	k ɹ ɪ s . m ə s . s t ɒ . k ɪ ŋ
Christmas-boxes	k ɹ ɪ s m ə s b ɒ k s ɪ z	k ɹ ɪ s . m ə s . b ɒ k . s ɪ z
Christmas-tree	k ɹ ɪ s m ə s t ɹ iː	k ɹ ɪ s . m ə s . t ɹ iː
Christmas-trees	k ɹ ɪ s m ə s t ɹ iː z	k ɹ ɪ s . m ə s . t ɹ iː z
Christmases	k ɹ ɪ s m ə s ɪ z	k ɹ ɪ s . m ə . s ɪ z
Christmastide	k ɹ ɪ s m ə s t aɪ d	k ɹ ɪ s . m ə s . t aɪ d
Christmastime	k ɹ ɪ s m ə s t aɪ m	k ɹ ɪ s . m ə s . t aɪ m
Church of England	t͡ʃ ɜː t͡ʃ ɒ v ɪ ŋ ɡ l ə n d	t͡ʃ ɜː t͡ʃ . ɒ v . ɪ ŋ . ɡ l ə n d
Church of Scotland	t͡ʃ ɜː t͡ʃ ɒ v s k ɒ t l ə n d	t͡ʃ ɜː t͡ʃ . ɒ v . s k ɒ t . l ə n d
Cinderella	s ɪ n d ə ɹ ɛ l ə	s ɪ n . d ə . ɹ ɛ . l ə
City	s ɪ t ɪ	s ɪ . t ɪ
Clements	k l ɛ m ə n t s	k l ɛ . m ə n t s
Co-operative	k əʊ ɒ p ə ɹ ə t ɪ v	k əʊ . ɒ . p ə . ɹ ə . t ɪ v
Co.	k aʊ n t ɪ	k aʊ n . t ɪ
Co.	k əʊ	k əʊ
Coca-Cola	k əʊ k ə k əʊ l ə	k əʊ . k ə . k əʊ . l ə
Coca-Colas	k əʊ k ə k əʊ l ə z	k əʊ . k ə . k əʊ . l ə z
Collins	k ɒ l ɪ n z	k ɒ . l ɪ n z
Colombia	k ə l ɒ m b ɪə	k ə . l ɒ m . b ɪə
Colombian	k ə l ɒ m b ɪə n	k ə . l ɒ m . b ɪə n
Colonel Blimp	k ɜː n l̩ b l ɪ m p	k ɜː . n l̩ . b l ɪ m p
Colonel Blimps	k ɜː n l̩ b l ɪ m p s	k ɜː . n l̩ . b l ɪ m p s
Colonies	k ɒ l ə n ɪ z	k ɒ . l ə . n ɪ z
Colorado	k ɒ l ə ɹ ɑː d əʊ	k ɒ . l ə . ɹ ɑː . d əʊ
Colorado beetle	k ɒ l ə ɹ ɑː d əʊ b iː t l̩	k ɒ . l ə . ɹ ɑː . d əʊ . b iː . t l̩
Colorado beetles	k ɒ l ə ɹ ɑː d əʊ b iː t l̩ z	k ɒ . l ə . ɹ ɑː . d əʊ . b iː . t l̩ z
Colorado potato beetle	k ɒ l ə ɹ ɑː d əʊ p ə t eɪ t əʊ b iː t l̩	k ɒ . l ə . ɹ ɑː . d əʊ . p ə . t eɪ . t əʊ . b iː . t l̩
Colorado potato beetles	k ɒ l ə ɹ ɑː d əʊ p ə t eɪ t əʊ b iː t l̩ z	k ɒ . l ə . ɹ ɑː . d əʊ . p ə . t eɪ . t əʊ . b iː . t l̩ z
Coloured	k ʌ l ə d	k ʌ . l ə d
Coloureds	k ʌ l ə d z	k ʌ . l ə d z
Colt	k əʊ l t	k əʊ l t
Colts	k əʊ l t s	k əʊ l t s
Comecon	k ɒ m ɪ k ɒ n	k ɒ . m ɪ . k ɒ n
Comforter	k ʌ f ə t ə	k ʌ . f ə . t ə
Cominform	k ɔː m ɪ n f ɔː m	k ɔː . m ɪ n . f ɔː m
Common Market	k ɒ m ə n m ɑː k ɪ t	k ɒ . m ə n . m ɑː . k ɪ t
Commons	k ɒ m ə n z	k ɒ . m ə n z
Commonwealth	k ɒ m ə n w ɛ l θ	k ɒ . m ə n . w ɛ l θ
Communion	k ə m j uː n j ə n	k ə . m j uː . n j ə n
Communism	k ɒ m j ʊ n ɪ z ə m	k ɒ . m j ʊ . n ɪ . z ə m
Communist	k ɒ m j ʊ n ɪ s t	k ɒ . m j ʊ . n ɪ s t
Communists	k ɒ m j ʊ n ɪ s t s	k ɒ . m j ʊ . n ɪ s t s
Confucianism	k ə n f j uː ʃ ə n ɪ z ə m	k ə n . f j uː . ʃ ə . n ɪ . z ə m
Confucians	k ə n f j uː ʃ n̩ z	k ə n . f j uː . ʃ n̩ z
Congo	k ɒ ŋ ɡ əʊ	k ɒ ŋ . ɡ əʊ
Congolese	k ɒ ŋ ɡ əʊ l iː z	k ɒ ŋ . ɡ əʊ . l iː z
Congregationalism	k ɒ ŋ ɡ ɹ ɪ ɡ eɪ ʃ n ə l ɪ z ə m	k ɒ ŋ . ɡ ɹ ɪ . ɡ eɪ . ʃ n ə . l ɪ . z ə m
Congregationalist	k ɒ ŋ ɡ ɹ ɪ ɡ eɪ ʃ n ə l ɪ s t	k ɒ ŋ . ɡ ɹ ɪ . ɡ eɪ . ʃ n ə . l ɪ s t
Congress	k ɒ ŋ ɡ ɹ ɛ s	k ɒ ŋ . ɡ ɹ ɛ s
Conrad	k ɒ n ɹ æ d	k ɒ n . ɹ æ d
Conservative	k ə n s ɜː v ə t ɪ v	k ə n . s ɜː . v ə . t ɪ v
Conservative Party	k ə n s ɜː v ə t ɪ v p ɑː t ɪ	k ə n . s ɜː . v ə . t ɪ v . p ɑː . t ɪ
Conservative and Unionist Party	k ə n s ɜː v ə t ɪ v æ n d j uː n j ə n ɪ s t p ɑː t ɪ	k ə n . s ɜː . v ə . t ɪ v . æ n d . j uː . n j ə . n ɪ s t . p ɑː . t ɪ
Conservatives	k ə n s ɜː v ə t ɪ v z	k ə n . s ɜː . v ə . t ɪ v z
Continent	k ɒ n t ɪ n ə n t	k ɒ n . t ɪ . n ə n t
Conway	k ɒ n w eɪ	k ɒ n . w eɪ
Copernican	k əʊ p ɜː n ɪ k ə n	k əʊ . p ɜː . n ɪ . k ə n
Copernican system	k əʊ p ɜː n ɪ k ə n s ɪ s t ə m	k əʊ . p ɜː . n ɪ . k ə n . s ɪ . s t ə m
Copernicus	k əʊ p ɜː n ɪ k ə s	k əʊ . p ɜː . n ɪ . k ə s
Copt	k ɒ p t	k ɒ p t
Coptic	k ɒ p t ɪ k	k ɒ p . t ɪ k
Corinth	k ɒ ɹ ɪ n θ	k ɒ . ɹ ɪ n θ
Corinthian	k ə ɹ ɪ n θ ɪə n	k ə . ɹ ɪ n . θ ɪə n
Corinthians	k ə ɹ ɪ n θ ɪə n z	k ə . ɹ ɪ n . θ ɪə n z
Corn Laws	k ɔː n l ɔː z	k ɔː n . l ɔː z
Cornish	k ɔː n ɪ ʃ	k ɔː . n ɪ ʃ
Cornish pasty	k ɔː n ɪ ʃ p æ s t ɪ	k ɔː . n ɪ ʃ . p æ . s t ɪ
Corps Diplomatique	k ɔː d ɪ p l ə m æ t iː k	k ɔː . d ɪ . p l ə . m æ . t iː k
Cory	k ɔː ɹ ɪ	k ɔː . ɹ ɪ
Costa Rican	k ɒ s t ə ɹ iː k ə n	k ɒ . s t ə . ɹ iː . k ə n
Court of Session	k ɔː t ɒ v s ɛ ʃ n̩	k ɔː t . ɒ v . s ɛ . ʃ n̩
Coventry	k ɒ v ə n t ɹ ɪ	k ɒ . v ə n . t ɹ ɪ
Creation	k ɹ iː eɪ ʃ n̩	k ɹ iː . eɪ . ʃ n̩
Creator	k ɹ iː eɪ t ə	k ɹ iː . eɪ . t ə
Creole	k ɹ iː əʊ l	k ɹ iː . əʊ l
Crimplene	k ɹ ɪ m p l iː n	k ɹ ɪ m . p l iː n
Cross	k ɹ ɒ s	k ɹ ɒ s
Cuban	k j uː b ə n	k j uː . b ə n
Cubans	k j uː b ə n z	k j uː . b ə n z
Cuckoo-spit	k ʊ k uː s p ɪ t	k ʊ . k uː . s p ɪ t
Cyclopean	s aɪ k l əʊ p j ə n	s aɪ . k l əʊ . p j ə n
Cyclops	s aɪ k l ɒ p s	s aɪ . k l ɒ p s
Cyprian	s ɪ p ɹ ɪə n	s ɪ . p ɹ ɪə n
Cypriot	s ɪ p ɹ ɪə t	s ɪ . p ɹ ɪə t
Cypriots	s ɪ p ɹ ɪə t s	s ɪ . p ɹ ɪə t s
Cyril	s ɪ ɹ ə l	s ɪ . ɹ ə l
Cyrillic	s ɪ ɹ ɪ l ɪ k	s ɪ . ɹ ɪ . l ɪ k
Czech	t͡ʃ ɛ k	t͡ʃ ɛ k
Czechoslovak	t͡ʃ ɛ k əʊ s l əʊ v æ k	t͡ʃ ɛ . k əʊ . s l əʊ . v æ k
Czechoslovakia	t͡ʃ ɛ k əʊ s l əʊ v æ k ɪə	t͡ʃ ɛ . k əʊ . s l əʊ . v æ . k ɪə
Czechoslovakian	t͡ʃ ɛ k əʊ s l əʊ v æ k ɪə	t͡ʃ ɛ . k əʊ . s l əʊ . v æ . k ɪə
Czechoslovakians	t͡ʃ ɛ k əʊ s l əʊ v æ k ɪə n z	t͡ʃ ɛ . k əʊ . s l əʊ . v æ . k ɪə n z
Czechoslovaks	t͡ʃ ɛ k əʊ s l əʊ v æ k s	t͡ʃ ɛ . k əʊ . s l əʊ . v æ k s
Czechs	t͡ʃ ɛ k s	t͡ʃ ɛ k s
D	d iː	d iː
D Phil	d iː f ɪ l	d iː . f ɪ l
D-day	d iː d eɪ	d iː . d eɪ
DC	d iː s iː	d iː . s iː
DDT	d iː d iː t iː	d iː . d iː . t iː
DIY	d iː aɪ w aɪ	d iː . aɪ . w aɪ
DJ	d iː d͡ʒ eɪ	d iː . d͡ʒ eɪ
DNA	d iː ɛ n eɪ	d iː . ɛ n . eɪ
Dahl	d ɑː l	d ɑː l
Dail	d ɔɪ l	d ɔɪ l
Dail Eireann	d ɔɪ l ɛə ɹ ə n	d ɔɪ l . ɛə . ɹ ə n
Dalai Lama	d æ l aɪ l ɑː m ə	d æ . l aɪ . l ɑː . m ə
Dalmatia	d æ l m eɪ ʃ ə	d æ l . m eɪ . ʃ ə
Damocles	d æ m ə k l iː z	d æ . m ə . k l iː z
Dane	d eɪ n	d eɪ n
Danes	d eɪ n z	d eɪ n z
Daniel	d æ n j ə l	d æ . n j ə l
Daniels	d æ n j ə l z	d æ . n j ə l z
Danish pastries	d eɪ n ɪ ʃ p eɪ s t ɹ ɪ z	d eɪ . n ɪ ʃ . p eɪ . s t ɹ ɪ z
Danish pastry	d eɪ n ɪ ʃ p eɪ s t ɹ ɪ	d eɪ . n ɪ ʃ . p eɪ . s t ɹ ɪ
Daphne	d æ f n ɪ	d æ f . n ɪ
Dark Ages	d ɑː k eɪ d͡ʒ ɪ z	d ɑː k . eɪ . d͡ʒ ɪ z
Dark Continent	d ɑː k k ɒ n t ɪ n ə n t	d ɑː k . k ɒ n . t ɪ . n ə n t
Davenport	d æ v n̩ p ɔː t	d æ . v n̩ . p ɔː t
Davy	d eɪ v ɪ	d eɪ . v ɪ
Davy Jones's locker	d eɪ v ɪ d͡ʒ əʊ n z ɪ z l ɒ k ə	d eɪ . v ɪ . d͡ʒ əʊ n . z ɪ z . l ɒ . k ə
Davy lamps	d eɪ v ɪ l æ m p s	d eɪ . v ɪ . l æ m p s
Dec.	d ɪ s ɛ m b ə	d ɪ . s ɛ m . b ə
Decalogue	d ɛ k ə l ɒ ɡ	d ɛ . k ə . l ɒ ɡ
Decembers	d ɪ s ɛ m b ə z	d ɪ . s ɛ m . b ə z
Deity	d iː ɪ t ɪ	d iː . ɪ . t ɪ
Delft	d ɛ l f t	d ɛ l f t
Delphi	d ɛ l f aɪ	d ɛ l . f aɪ
Delphic	d ɛ l f ɪ k	d ɛ l . f ɪ k
Democrat	d ɛ m ə k ɹ æ t	d ɛ . m ə . k ɹ æ t
Democratic	d ɛ m ə k ɹ æ t ɪ k	d ɛ . m ə . k ɹ æ . t ɪ k
Democrats	d ɛ m ə k ɹ æ t s	d ɛ . m ə . k ɹ æ t s
Derby	d ɑː b ɪ	d ɑː . b ɪ
Deuteronomy	d j uː t ə ɹ ɒ n ə m ɪ	d j uː . t ə . ɹ ɒ . n ə . m ɪ
Deutschmark	d ɔɪ t͡ʃ m ɑː k	d ɔɪ t͡ʃ . m ɑː k
Diane	d aɪ æ n	d aɪ . æ n
Dictaphone	d ɪ k t ə f əʊ n	d ɪ k . t ə . f əʊ n
Director of Public Prosecutions	d ɪ ɹ ɛ k t ə ɹ ɒ v p ʌ b l ɪ k p ɹ ɒ s ɪ k j uː ʃ n̩	d ɪ . ɹ ɛ k . t ə . ɹ ɒ v . p ʌ . b l ɪ k . p ɹ ɒ . s ɪ . k j uː . ʃ n̩
Dispersion	d ɪ s p ɜː ʃ n̩	d ɪ . s p ɜː . ʃ n̩
Divinity	d ɪ v ɪ n ə t ɪ	d ɪ . v ɪ . n ə . t ɪ
Dixie	d ɪ k s ɪ	d ɪ k . s ɪ
Djibouti	d͡ʒ ɪ b uː t ɪ	d͡ʒ ɪ . b uː . t ɪ
Djiboutian	d͡ʒ ɪ b uː t ɪə n	d͡ʒ ɪ . b uː . t ɪə n
Djiboutians	d͡ʒ ɪ b uː t ɪə n z	d͡ʒ ɪ . b uː . t ɪə n z
Doctor of Philosophy	d ɒ k t ə ɹ ɒ v f ɪ l ɒ s ə f ɪ	d ɒ k . t ə . ɹ ɒ v . f ɪ . l ɒ . s ə . f ɪ
Doctors of Philosophy	d ɒ k t ə z ɒ v f ɪ l ɒ s ə f ɪ	d ɒ k . t ə z . ɒ v . f ɪ . l ɒ . s ə . f ɪ
Domesday Book	d uː m z d eɪ b ʊ k	d uː m z . d eɪ . b ʊ k
Dominic	d ɒ m ɪ n ɪ k	d ɒ . m ɪ . n ɪ k
Dominica	d ɒ m ɪ n iː k ə	d ɒ . m ɪ . n iː . k ə
Dominican	d ɒ m ɪ n iː k ə n	d ɒ . m ɪ . n iː . k ə n
Dominicans	d ɒ m ɪ n iː k ə n z	d ɒ . m ɪ . n iː . k ə n z
Don Juan	d ɒ n d͡ʒ uː ə n	d ɒ n . d͡ʒ uː . ə n
Don Juans	d ɒ n d͡ʒ uː ə n z	d ɒ n . d͡ʒ uː . ə n z
Doomsday	d uː m z d eɪ	d uː m z . d eɪ
Doric	d ɒ ɹ ɪ k	d ɒ . ɹ ɪ k
Downing Street	d aʊ n ɪ ŋ s t ɹ iː t	d aʊ . n ɪ ŋ . s t ɹ iː t
Dr	d ɒ k t ə	d ɒ k . t ə
Draco	d ɹ eɪ k əʊ	d ɹ eɪ . k əʊ
Duce	d uː t͡ʃ ɪ	d uː . t͡ʃ ɪ
Durex	d j ʊə ɹ ɛ k s	d j ʊə . ɹ ɛ k s
Dutch	d ʌ t͡ʃ	d ʌ t͡ʃ
Dutch auction	d ʌ t͡ʃ ɔː k ʃ n̩	d ʌ t͡ʃ . ɔː k . ʃ n̩
Dutch auctions	d ʌ t͡ʃ ɔː k ʃ n̩ z	d ʌ t͡ʃ . ɔː k . ʃ n̩ z
Dutch barn	d ʌ t͡ʃ b ɑː n	d ʌ t͡ʃ . b ɑː n
Dutch barns	d ʌ t͡ʃ b ɑː n z	d ʌ t͡ʃ . b ɑː n z
Dutch cap	d ʌ t͡ʃ k æ p	d ʌ t͡ʃ . k æ p
Dutch caps	d ʌ t͡ʃ k æ p s	d ʌ t͡ʃ . k æ p s
Dutch elm disease	d ʌ t͡ʃ ɛ l m d ɪ z iː z	d ʌ t͡ʃ . ɛ l m . d ɪ . z iː z
Dutch ovens	d ʌ t͡ʃ ʌ v n̩ z	d ʌ t͡ʃ . ʌ . v n̩ z
Dutch treat	d ʌ t͡ʃ t ɹ iː t	d ʌ t͡ʃ . t ɹ iː t
Dutch treats	d ʌ t͡ʃ t ɹ iː t s	d ʌ t͡ʃ . t ɹ iː t s
Dutch uncle	d ʌ t͡ʃ ʌ ŋ k l̩	d ʌ t͡ʃ . ʌ ŋ . k l̩
Dutch uncles	d ʌ t͡ʃ ʌ ŋ k l̩ z	d ʌ t͡ʃ . ʌ ŋ . k l̩ z
Dutchman	d ʌ t͡ʃ m ə n	d ʌ t͡ʃ . m ə n
Dutchmen	d ʌ t͡ʃ m ə n	d ʌ t͡ʃ . m ə n
E	iː	iː
ECG	iː s iː d͡ʒ iː	iː . s iː . d͡ʒ iː
EEC	iː iː s iː	iː . iː . s iː
EEG	iː iː d͡ʒ iː	iː . iː . d͡ʒ iː
EKG	iː k eɪ d͡ʒ iː	iː . k eɪ . d͡ʒ iː
ESP	iː ɛ s p iː	iː . ɛ s . p iː
Earth	ɜː θ	ɜː θ
East End	iː s t ɛ n d	iː s t . ɛ n d
East Ender	iː s t ɛ n d ə	iː s t . ɛ n . d ə
East Enders	iː s t ɛ n d ə z	iː s t . ɛ n . d ə z
East Side	iː s t s aɪ d	iː s t . s aɪ d
Easter	iː s t ə	iː . s t ə
Easter egg	iː s t ə ɹ ɛ ɡ	iː . s t ə . ɹ ɛ ɡ
Easter eggs	iː s t ə ɹ ɛ ɡ z	iː . s t ə . ɹ ɛ ɡ z
Easterner	iː s t ə n ə	iː . s t ə . n ə
Easterners	iː s t ə n ə z	iː . s t ə . n ə z
Ecuador	ɛ k w ə d ɔː	ɛ . k w ə . d ɔː
Ecuadorian	ɛ k w ə d ɔː ɹ ɪə n	ɛ . k w ə . d ɔː . ɹ ɪə n
Ecuadorians	ɛ k w ə d ɔː ɹ ɪə n z	ɛ . k w ə . d ɔː . ɹ ɪə n z
Edam	iː d æ m	iː . d æ m
Edams	iː d æ m z	iː . d æ m z
Eden	iː d n̩	iː . d n̩
Egypt	iː d͡ʒ ɪ p t	iː . d͡ʒ ɪ p t
Egyptian	ɪ d͡ʒ ɪ p ʃ n̩	ɪ . d͡ʒ ɪ p . ʃ n̩
El Salvador	ɛ l s æ l v ə d ɔː	ɛ l . s æ l . v ə . d ɔː
Elastoplast	ɪ l æ s t əʊ p l ɑː s t	ɪ . l æ . s t əʊ . p l ɑː s t
Electra	ɪ l ɛ k t ɹ ə	ɪ . l ɛ k . t ɹ ə
Electra Complex	ɪ l ɛ k t ɹ ə k ɒ m p l ɛ k s	ɪ . l ɛ k . t ɹ ə . k ɒ m . p l ɛ k s
Elevation of the Host	ɛ l ɪ v eɪ ʃ n̩ ɒ v ð ə h əʊ s t	ɛ . l ɪ . v eɪ . ʃ n̩ . ɒ v . ð ə . h əʊ s t
Elizabeth	ɪ l ɪ z ə b ə θ	ɪ . l ɪ . z ə . b ə θ
Elizabethan	ɪ l ɪ z ə b iː θ n̩	ɪ . l ɪ . z ə . b iː . θ n̩
Elizabethans	ɪ l ɪ z ə b iː θ n̩ z	ɪ . l ɪ . z ə . b iː . θ n̩ z
Elysian	ɪ l ɪ z ɪə n	ɪ . l ɪ . z ɪə n
Elysium	ɪ l ɪ z ɪə m	ɪ . l ɪ . z ɪə m
Eminence	ɛ m ɪ n ə n s	ɛ . m ɪ . n ə n s
Emmenthaler	ɛ m ə n t ɑː l ə	ɛ . m ə n . t ɑː . l ə
Empire	ɛ m p aɪ ə	ɛ m . p aɪ . ə
English	ɪ ŋ ɡ l ɪ ʃ	ɪ ŋ . ɡ l ɪ ʃ
English breakfast	ɪ ŋ ɡ l ɪ ʃ b ɹ ɛ k f ə s t	ɪ ŋ . ɡ l ɪ ʃ . b ɹ ɛ k . f ə s t
English breakfasts	ɪ ŋ ɡ l ɪ ʃ b ɹ ɛ k f ə s t s	ɪ ŋ . ɡ l ɪ ʃ . b ɹ ɛ k . f ə s t s
English horn	ɪ ŋ ɡ l ɪ ʃ h ɔː n	ɪ ŋ . ɡ l ɪ ʃ . h ɔː n
English horns	ɪ ŋ ɡ l ɪ ʃ h ɔː n z	ɪ ŋ . ɡ l ɪ ʃ . h ɔː n z
English setter	ɪ ŋ ɡ l ɪ ʃ s ɛ t ə	ɪ ŋ . ɡ l ɪ ʃ . s ɛ . t ə
English setters	ɪ ŋ ɡ l ɪ ʃ s ɛ t ə z	ɪ ŋ . ɡ l ɪ ʃ . s ɛ . t ə z
Englishman	ɪ ŋ ɡ l ɪ ʃ m ə n	ɪ ŋ . ɡ l ɪ ʃ . m ə n
Englishmen	ɪ ŋ ɡ l ɪ ʃ m ə n	ɪ ŋ . ɡ l ɪ ʃ . m ə n
Englishwoman	ɪ ŋ ɡ l ɪ ʃ w ʊ m ə n	ɪ ŋ . ɡ l ɪ ʃ . w ʊ . m ə n
Enlightenment	ɪ n l aɪ t n̩ m ə n t	ɪ n . l aɪ . t n̩ . m ə n t
Epicurean	ɛ p ɪ k j ʊə ɹ iː ə n	ɛ . p ɪ . k j ʊə . ɹ iː . ə n
Epicureans	ɛ p ɪ k j ʊə ɹ iː ə n z	ɛ . p ɪ . k j ʊə . ɹ iː . ə n z
Epicurus	ɛ p ɪ k j ʊə ɹ ə s	ɛ . p ɪ . k j ʊə . ɹ ə s
